                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     38,                 1.1175,                0.65101,                0.79772,                0.59631,                      1,                0.82984,                0.61007,                0.99682,                 1.0533,                0.86482,              0.0005744,              0.0005744,              0.0005744
                     39,                 1.1135,                0.61608,                0.79715,                0.59468,                      1,                0.80062,                0.58345,                0.99226,                 1.0313,                0.86675,              0.0005348,              0.0005348,              0.0005348
                     40,                 1.0983,                0.60863,                0.80649,                0.59505,                      1,                0.79182,                0.59211,                0.94017,                 1.0048,                0.86427,              0.0004952,              0.0004952,              0.0004952
                     41,                 1.0495,                0.60411,                0.79528,                0.59643,                      1,                 0.7809,                0.58647,                 0.9344,                 0.9807,                0.86629,              0.0004556,              0.0004556,              0.0004556
                     42,                 1.0751,                0.62615,                0.80362,                0.57659,                      1,                0.74997,                 0.5396,                0.96818,                0.98121,                0.86626,               0.000416,               0.000416,               0.000416
                     43,                0.99021,                0.59572,                0.80319,                0.60732,                      1,                0.74353,                0.50906,                0.99986,                 0.9961,                0.86725,              0.0003764,              0.0003764,              0.0003764
                     44,                 1.0276,                0.59896,                0.79992,                0.57638,                      1,                0.73734,                0.50653,                 1.0746,                 1.0203,                0.87425,              0.0003368,              0.0003368,              0.0003368
                     45,                0.97771,                0.57328,                0.79434,                0.57285,                      1,                0.76149,                0.52676,                 1.0714,                 1.0395,                0.87421,              0.0002972,              0.0002972,              0.0002972
                     46,                 1.0718,                0.65552,                0.77848,                0.57572,                      1,                0.76357,                 0.5248,                 1.0776,                 1.0511,                0.87109,              0.0002576,              0.0002576,              0.0002576
                     47,                 1.0026,                 0.5767,                0.78985,                0.57429,                      1,                0.76947,                0.57927,                0.98789,                 1.0353,                0.86735,               0.000218,               0.000218,               0.000218
                     48,                0.97082,                0.56131,                0.78422,                0.57356,                      1,                0.72511,                0.54215,                0.97194,                 1.0363,                0.86817,              0.0001784,              0.0001784,              0.0001784
                     49,                0.93916,                0.55052,                0.78524,                0.57614,                      1,                0.72846,                0.54555,                0.96447,                 1.0405,                0.86794,              0.0001388,              0.0001388,              0.0001388
                     50,                 1.2022,                0.71979,                0.80315,                0.57554,                      1,                0.71273,                0.53565,                0.98761,                  1.033,                0.86843,               9.92e-05,               9.92e-05,               9.92e-05
