                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 1.3339,                 1.2844,                 1.5113,                0.73195,                0.72248,                0.75908,                 0.4364,                 1.4095,                 1.1519,                 1.6545,              0.0017426,              0.0017426,              0.0017426
                     16,                 1.3178,                  1.263,                 1.5012,                0.72628,                0.70628,                0.77852,                 0.4635,                 1.3467,                 1.1564,                 1.6025,              0.0017228,              0.0017228,              0.0017228
                     17,                 1.2914,                 1.2246,                 1.4805,                0.71262,                0.73767,                 0.7789,                0.47955,                 1.2997,                 1.0792,                 1.5503,               0.001703,               0.001703,               0.001703
                     18,                 1.2796,                 1.2328,                 1.4733,                0.68063,                 0.8139,                0.79049,                0.47834,                 1.3147,                 1.0804,                  1.556,              0.0016832,              0.0016832,              0.0016832
                     19,                 1.2929,                 1.1881,                 1.4717,                0.76062,                0.68394,                0.78386,                0.47598,                  1.332,                  1.123,                 1.5598,              0.0016634,              0.0016634,              0.0016634
                     20,                 1.2929,                 1.2149,                 1.4815,                0.77442,                0.73126,                0.80557,                0.48783,                  1.319,                 1.0508,                 1.5839,              0.0016436,              0.0016436,              0.0016436
                     21,                 1.2723,                 1.1778,                 1.4603,                0.76496,                0.80045,                0.82261,                0.50576,                 1.2947,                0.99705,                 1.5533,              0.0016238,              0.0016238,              0.0016238
                     22,                 1.2475,                 1.1387,                 1.4402,                0.78953,                0.74859,                0.81171,                0.50731,                  1.311,                0.99484,                  1.578,               0.001604,               0.001604,               0.001604
                     23,                 1.2484,                  1.141,                 1.4411,                0.75979,                0.71525,                0.78908,                 0.4852,                 1.2782,                 1.0416,                 1.5373,              0.0015842,              0.0015842,              0.0015842
                     24,                  1.236,                 1.1156,                 1.4264,                0.71778,                0.74664,                0.78584,                0.48544,                 1.2975,                 1.0453,                 1.5621,              0.0015644,              0.0015644,              0.0015644
                     25,                 1.2308,                 1.0938,                 1.4217,                0.78077,                0.78027,                0.81244,                0.50898,                 1.2497,                0.96528,                 1.5227,              0.0015446,              0.0015446,              0.0015446
                     26,                 1.2138,                 1.0936,                 1.4134,                0.78156,                0.78475,                0.82485,                0.51177,                 1.2907,                0.96015,                 1.5643,              0.0015248,              0.0015248,              0.0015248
                     27,                  1.214,                 1.0986,                 1.4133,                0.77347,                0.73767,                0.79863,                0.49327,                 1.2892,                 1.0042,                 1.5317,               0.001505,               0.001505,               0.001505
                     28,                 1.2224,                 1.0924,                 1.4153,                0.76648,                0.78027,                 0.8193,                0.50878,                 1.2731,                0.96925,                 1.5212,              0.0014852,              0.0014852,              0.0014852
                     29,                 1.1735,                  1.046,                 1.3868,                0.81293,                0.78475,                0.84719,                0.52629,                 1.2541,                0.88891,                 1.5218,              0.0014654,              0.0014654,              0.0014654
                     30,                 1.1983,                 1.0442,                 1.3965,                0.78041,                0.82871,                0.85346,                0.54579,                 1.2103,                0.89688,                 1.4854,              0.0014456,              0.0014456,              0.0014456
                     31,                 1.1683,                   1.01,                 1.3668,                0.79422,                0.80481,                 0.8349,                0.53487,                 1.2538,                0.90308,                 1.5065,              0.0014258,              0.0014258,              0.0014258
                     32,                 1.1785,                 1.0452,                 1.3927,                0.76769,                0.80021,                0.83173,                0.50583,                 1.2962,                 0.9727,                 1.5153,               0.001406,               0.001406,               0.001406
                     33,                 1.1774,                 1.0309,                 1.3804,                 0.7964,                0.79821,                0.84762,                0.54988,                 1.2338,                0.87581,                 1.5248,              0.0013862,              0.0013862,              0.0013862
                     34,                 1.1739,                0.99853,                 1.3759,                0.80546,                0.80765,                0.84768,                 0.5444,                 1.2147,                0.88804,                 1.4809,              0.0013664,              0.0013664,              0.0013664
                     35,                 1.1723,                0.99963,                 1.3741,                0.81997,                0.76233,                0.85185,                0.54703,                  1.246,                0.90656,                 1.5257,              0.0013466,              0.0013466,              0.0013466
                     36,                 1.1426,                0.98062,                 1.3521,                0.80029,                0.77271,                0.85047,                0.56977,                 1.1758,                 0.9005,                 1.4433,              0.0013268,              0.0013268,              0.0013268
                     37,                 1.1471,                0.97708,                 1.3566,                0.79543,                0.82822,                0.84718,                 0.5464,                   1.24,                0.86981,                 1.5018,               0.001307,               0.001307,               0.001307
                     38,                  1.135,                0.96596,                 1.3513,                0.79445,                0.81459,                0.87236,                0.55628,                 1.2406,                0.83616,                 1.5089,              0.0012872,              0.0012872,              0.0012872
                     39,                 1.1428,                0.96773,                 1.3545,                0.81138,                0.78475,                0.84907,                0.54745,                 1.2368,                0.87889,                 1.4979,              0.0012674,              0.0012674,              0.0012674
                     40,                  1.116,                0.93156,                 1.3327,                0.81208,                 0.8042,                 0.8722,                0.57272,                 1.1957,                0.85146,                 1.4533,              0.0012476,              0.0012476,              0.0012476
                     41,                 1.1191,                0.94258,                 1.3423,                0.81293,                0.80045,                0.86948,                0.57451,                 1.1898,                0.83458,                 1.4667,              0.0012278,              0.0012278,              0.0012278
                     42,                 1.1238,                0.93906,                 1.3374,                0.80679,                0.81457,                0.85866,                0.55704,                  1.226,                0.84771,                 1.5102,               0.001208,               0.001208,               0.001208
                     43,                 1.1262,                0.94568,                 1.3398,                0.82642,                0.78027,                0.84911,                0.56541,                 1.1921,                0.85223,                 1.4744,              0.0011882,              0.0011882,              0.0011882
                     44,                 1.0916,                 0.9105,                 1.3217,                0.83357,                0.83857,                0.88458,                0.60281,                 1.1358,                0.80973,                 1.4155,              0.0011684,              0.0011684,              0.0011684
                     45,                 1.1047,                 0.9065,                 1.3277,                0.83299,                0.79372,                0.85562,                0.56183,                 1.1879,                0.85732,                  1.451,              0.0011486,              0.0011486,              0.0011486
                     46,                 1.0989,                0.91587,                 1.3285,                0.84093,                 0.8179,                0.86597,                0.58527,                 1.1829,                0.78454,                 1.4597,              0.0011288,              0.0011288,              0.0011288
                     47,                 1.0903,                0.89582,                 1.3188,                0.82967,                0.82287,                0.87087,                0.59197,                 1.1708,                0.80172,                 1.4439,               0.001109,               0.001109,               0.001109
                     48,                 1.0888,                0.88678,                 1.3175,                0.83126,                0.79527,                0.85777,                0.56175,                 1.1933,                0.82114,                 1.4731,              0.0010892,              0.0010892,              0.0010892
                     49,                 1.0756,                0.88592,                 1.3091,                0.83007,                0.79596,                0.86466,                 0.5837,                 1.1574,                0.81881,                 1.4334,              0.0010694,              0.0010694,              0.0010694
                     50,                 1.0636,                0.86498,                 1.3015,                0.80772,                0.81003,                0.85933,                0.56653,                 1.1794,                0.81259,                 1.4629,              0.0010496,              0.0010496,              0.0010496
                     51,                 1.0717,                0.86682,                 1.2991,                0.86436,                0.82869,                 0.8899,                0.59269,                 1.1759,                0.75145,                 1.4546,              0.0010298,              0.0010298,              0.0010298
                     52,                 1.0614,                0.83848,                 1.2925,                 0.8118,                0.84081,                0.86705,                0.55236,                 1.2626,                0.79222,                 1.5347,                0.00101,                0.00101,                0.00101
                     53,                 1.0628,                0.84584,                 1.2933,                0.81133,                0.81614,                0.85891,                0.57908,                 1.1836,                0.79219,                 1.4399,              0.0009902,              0.0009902,              0.0009902
                     54,                 1.0588,                0.83678,                 1.2944,                 0.8213,                0.78317,                0.85739,                0.56982,                 1.1844,                0.80661,                 1.4661,              0.0009704,              0.0009704,              0.0009704
                     55,                 1.0574,                0.84993,                 1.2909,                0.82489,                0.83442,                0.87764,                0.59591,                 1.1433,                0.77014,                 1.4273,              0.0009506,              0.0009506,              0.0009506
                     56,                 1.0328,                0.80324,                 1.2672,                0.82167,                0.84305,                0.88526,                0.58564,                 1.1654,                0.77949,                 1.4499,              0.0009308,              0.0009308,              0.0009308
                     57,                 1.0287,                0.82291,                 1.2765,                0.79272,                0.84978,                0.88493,                0.58655,                 1.1923,                0.79186,                 1.4632,               0.000911,               0.000911,               0.000911
                     58,                 1.0255,                0.81446,                 1.2663,                0.84408,                0.81326,                0.88375,                0.58204,                 1.1862,                0.79395,                 1.4539,              0.0008912,              0.0008912,              0.0008912
                     59,                 1.0021,                0.78551,                 1.2548,                0.85397,                0.79982,                0.87533,                0.58466,                 1.1688,                0.75589,                 1.4536,              0.0008714,              0.0008714,              0.0008714
                     60,                0.99685,                0.77064,                 1.2406,                0.86476,                0.82063,                 0.8842,                0.57683,                 1.1827,                0.77013,                 1.4546,              0.0008516,              0.0008516,              0.0008516
                     61,                 1.0273,                0.79264,                 1.2667,                0.85344,                0.84081,                0.88664,                0.58683,                 1.1948,                0.76151,                 1.4631,              0.0008318,              0.0008318,              0.0008318
                     62,                 1.0094,                0.77677,                 1.2546,                0.87274,                0.82063,                0.89527,                0.59941,                 1.1688,                0.73335,                 1.4481,               0.000812,               0.000812,               0.000812
                     63,                 1.0038,                0.78169,                 1.2551,                0.84477,                0.82287,                0.87597,                0.58624,                 1.1482,                0.74916,                 1.4256,              0.0007922,              0.0007922,              0.0007922
                     64,                0.99524,                0.78186,                 1.2499,                0.86169,                0.80269,                0.88825,                0.59705,                 1.1793,                0.73839,                 1.4531,              0.0007724,              0.0007724,              0.0007724
                     65,                0.99899,                0.75529,                 1.2456,                0.84352,                0.82735,                0.88817,                0.59499,                 1.1838,                0.76551,                 1.4628,              0.0007526,              0.0007526,              0.0007526
                     66,                0.98685,                0.75499,                  1.241,                0.83646,                0.84864,                0.89378,                0.58614,                 1.1591,                0.73644,                 1.4503,              0.0007328,              0.0007328,              0.0007328
                     67,                0.97652,                0.75541,                 1.2336,                  0.826,                0.84084,                0.89305,                0.60577,                 1.1444,                0.73378,                 1.4314,               0.000713,               0.000713,               0.000713
                     68,                0.97207,                0.74198,                 1.2279,                0.86631,                0.84266,                0.90059,                0.59487,                 1.1609,                0.72025,                 1.4496,              0.0006932,              0.0006932,              0.0006932
                     69,                0.97095,                 0.7374,                 1.2314,                0.85398,                0.83857,                0.89146,                0.60227,                 1.1547,                0.71807,                 1.4622,              0.0006734,              0.0006734,              0.0006734
                     70,                0.95783,                0.73211,                 1.2099,                0.83819,                0.83626,                0.87686,                0.59439,                 1.1514,                0.75111,                 1.4432,              0.0006536,              0.0006536,              0.0006536
                     71,                0.94872,                0.72493,                 1.2192,                0.86222,                0.83857,                0.90358,                0.60854,                 1.1508,                0.72106,                 1.4426,              0.0006338,              0.0006338,              0.0006338
                     72,                0.93919,                 0.7221,                 1.2109,                 0.8407,                0.84011,                0.89634,                0.60342,                 1.1676,                0.71744,                 1.4496,               0.000614,               0.000614,               0.000614
                     73,                0.94363,                0.72999,                 1.2154,                0.86429,                 0.8296,                0.89404,                0.60001,                 1.1791,                  0.728,                 1.4746,              0.0005942,              0.0005942,              0.0005942
                     74,                0.95225,                0.71905,                 1.2174,                0.86716,                 0.8296,                0.90583,                0.60241,                 1.1671,                0.73128,                 1.4544,              0.0005744,              0.0005744,              0.0005744
                     75,                0.93605,                0.70654,                  1.209,                0.86534,                0.83632,                0.90055,                0.60337,                 1.1639,                0.71707,                 1.4612,              0.0005546,              0.0005546,              0.0005546
                     76,                0.91207,                0.69952,                 1.1963,                 0.8443,                0.85109,                0.89682,                0.59651,                 1.1699,                0.72719,                 1.4679,              0.0005348,              0.0005348,              0.0005348
                     77,                 0.9165,                0.68971,                 1.1966,                0.87313,                0.83323,                0.90001,                0.61002,                  1.146,                0.70343,                 1.4527,               0.000515,               0.000515,               0.000515
                     78,                0.92287,                0.70354,                 1.2087,                0.87445,                0.83184,                0.89901,                0.61675,                 1.1267,                0.72772,                 1.4186,              0.0004952,              0.0004952,              0.0004952
                     79,                0.91607,                0.68138,                 1.1937,                0.84927,                0.85905,                0.90265,                0.60671,                 1.1591,                0.72352,                 1.4463,              0.0004754,              0.0004754,              0.0004754
                     80,                0.91211,                0.67933,                 1.1893,                0.83777,                0.84978,                0.90071,                0.61259,                 1.1585,                0.72995,                 1.4463,              0.0004556,              0.0004556,              0.0004556
                     81,                0.90317,                0.68709,                 1.1943,                0.85368,                0.84529,                0.89948,                0.60958,                 1.1384,                0.72463,                 1.4336,              0.0004358,              0.0004358,              0.0004358
                     82,                0.89691,                0.67072,                 1.1815,                0.86688,                0.83222,                0.89642,                0.61539,                 1.1247,                0.72722,                 1.4252,               0.000416,               0.000416,               0.000416
                     83,                0.89253,                0.66111,                 1.1803,                0.85425,                0.84529,                0.89746,                0.61263,                 1.1379,                0.72828,                 1.4385,              0.0003962,              0.0003962,              0.0003962
                     84,                0.88031,                0.66188,                 1.1764,                0.86301,                0.83342,                0.88904,                0.60563,                 1.1459,                0.72805,                 1.4538,              0.0003764,              0.0003764,              0.0003764
                     85,                0.89176,                0.66494,                 1.1798,                0.86344,                0.82223,                0.88832,                0.60471,                  1.163,                0.71883,                 1.4669,              0.0003566,              0.0003566,              0.0003566
                     86,                0.86701,                0.65381,                 1.1677,                0.87374,                0.79148,                0.88687,                0.60329,                 1.1538,                0.72807,                   1.47,              0.0003368,              0.0003368,              0.0003368
                     87,                0.87825,                 0.6378,                 1.1679,                0.84871,                0.83016,                 0.8953,                0.60571,                 1.1506,                0.71403,                 1.4655,               0.000317,               0.000317,               0.000317
                     88,                0.87829,                0.64427,                 1.1699,                0.87808,                0.80045,                0.88589,                0.61193,                 1.1454,                0.72423,                 1.4503,              0.0002972,              0.0002972,              0.0002972
                     89,                0.87339,                0.64425,                 1.1666,                0.86264,                0.81839,                0.88581,                 0.5997,                 1.1587,                 0.7191,                 1.4679,              0.0002774,              0.0002774,              0.0002774
                     90,                0.85777,                0.63578,                 1.1629,                0.84874,                0.84529,                0.88938,                0.60838,                 1.1617,                0.70697,                 1.4793,              0.0002576,              0.0002576,              0.0002576
                     91,                0.73363,                 0.4477,                 1.1057,                0.87122,                0.80391,                0.88267,                0.60293,                  1.158,                0.70914,                 1.4718,              0.0002378,              0.0002378,              0.0002378
                     92,                0.71453,                0.40785,                 1.0814,                0.85623,                0.82287,                0.88925,                0.60574,                 1.1784,                0.72124,                 1.4922,               0.000218,               0.000218,               0.000218
                     93,                0.69399,                0.39938,                 1.0739,                0.83254,                0.84715,                0.89028,                0.61128,                 1.1686,                 0.7193,                 1.4821,              0.0001982,              0.0001982,              0.0001982
                     94,                0.68514,                0.38545,                 1.0676,                0.87325,                0.80328,                0.90586,                0.61595,                 1.1596,                0.71495,                 1.4803,              0.0001784,              0.0001784,              0.0001784
                     95,                0.67602,                0.38597,                 1.0615,                0.85451,                0.83857,                 0.9049,                0.61832,                 1.1572,                0.71466,                 1.4701,              0.0001586,              0.0001586,              0.0001586
                     96,                0.66439,                0.37028,                  1.057,                  0.869,                0.81807,                0.89615,                0.61436,                 1.1636,                0.72687,                 1.4817,              0.0001388,              0.0001388,              0.0001388
                     97,                0.66878,                 0.3712,                 1.0552,                0.86643,                0.82287,                0.89816,                0.61084,                 1.1768,                0.73164,                 1.4951,               0.000119,               0.000119,               0.000119
                     98,                0.65945,                0.36765,                 1.0437,                0.86636,                0.83408,                0.90278,                0.61722,                 1.1623,                 0.7105,                 1.4888,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                0.65347,                0.36152,                  1.047,                0.83812,                0.83184,                0.90251,                0.61432,                  1.164,                0.71518,                 1.4962,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                0.64929,                0.35875,                 1.0419,                0.86227,                0.82822,                0.90421,                0.61662,                 1.1729,                0.71926,                 1.5047,               5.96e-05,               5.96e-05,               5.96e-05
